boundedQueue;45,85;44,15;46,24;61,23;59,61;55,39;55,92;53,26;55,24;46,84;57,15;49,62;47,07;45,67;51,16
cal;14,65;10,39;14,67;14,55;13,78;10,60;11,14;14,22;12,03;14,35;12,99;14,24;11,59;10,68;11,76
Calculation;45,93;40,90;45,66;44,97;43,39;41,72;45,92;43,54;43,64;44,13;45,04;41,26;41,87;40,94;45,06
checkIt;8,54;6,13;10,11;10,33;6,55;10,10;7,39;7,71;8,48;6,39;9,98;7,91;9,77;6,62;9,38
CheckPalindrome;11,16;8,10;11,57;11,70;11,41;10,23;9,43;8,76;8,29;10,75;9,33;10,22;9,17;10,58;9,66
countPositive;10,46;8,05;10,30;10,45;9,84;9,79;10,21;10,36;8,96;9,13;9,02;9,65;9,71;9,62;9,88
date-plus;82,65;58,43;81,54;82,32;60,67;61,34;77,35;65,57;59,07;63,00;59,20;78,30;68,56;60,05;75,29
DigitReverser;18,59;15,74;21,09;18,71;18,71;20,53;18,74;18,06;19,66;15,80;17,66;19,53;18,29;16,05;20,27
findLast;9,92;8,03;9,93;10,09;9,03;9,57;8,51;8,78;9,97;8,73;10,00;9,85;8,22;9,92;10,04
findVal;14,32;13,98;14,78;13,73;14,37;14,63;14,43;14,34;14,71;14,57;14,12;13,92;13,73;13,96;13,98
Gaussian;61,18;54,98;61,06;60,85;57,34;60,00;56,29;60,08;61,03;58,90;58,97;60,21;55,63;58,14;59,04
Heap;25,88;25,21;28,04;25,80;26,76;26,69;25,70;27,95;27,00;26,23;26,14;26,90;26,46;25,93;27,53
InversePermutation;13,69;14,86;14,93;14,58;13,82;14,38;14,28;14,40;14,83;14,54;14,14;14,37;14,01;14,80;13,83
jday-jdate;31,40;31,14;31,38;31,36;31,30;31,30;31,35;31,29;31,27;31,14;31,19;31,18;31,31;31,35;31,35
lastZero;31,83;15,48;22,72;24,15;22,82;30,02;18,81;26,45;28,46;17,83;17,82;23,21;26,65;23,41;29,17
LRS;27,28;23,40;27,06;30,91;30,91;28,13;27,66;28,63;25,88;26,73;26,61;26,00;26,43;25,71;28,66
MergeSort;23,49;21,96;22,70;23,31;22,25;22,23;23,07;22,73;22,81;22,93;23,37;22,44;22,09;22,35;22,19
numZero;18,77;16,01;19,13;20,22;18,12;17,64;18,39;19,97;18,08;17,47;20,14;17,23;19,61;16,74;18,63
oddOrPos;12,48;9,45;12,42;12,30;9,96;11,87;11,63;10,84;11,18;11,48;11,69;10,73;10,10;11,95;12,20
pcal;243,00;232,41;237,75;240,95;241,44;242,70;242,39;234,19;240,30;233,18;242,23;239,34;237,53;240,28;234,44
power;13,97;13,64;13,98;15,37;14,54;14,36;14,26;14,48;13,83;14,69;14,75;15,35;14,85;14,71;14,72
print_tokens;136,89;142,87;144,09;147,89;141,94;145,56;140,49;145,89;141,24;137,61;141,31;140,25;147,29;137,72;140,48
print_tokens2;143,95;123,83;125,97;121,32;131,39;133,90;136,62;140,08;133,66;136,48;136,49;139,20;135,87;126,98;132,46
printPrimes;29,61;29,17;29,77;29,76;29,43;29,32;29,36;29,50;29,72;29,37;29,57;29,33;29,35;29,68;29,70
Queue;10,57;10,40;10,65;10,59;10,46;10,57;10,46;10,48;10,51;10,59;10,48;10,51;10,53;10,51;10,53
quicksort;61,78;60,00;61,97;61,72;60,71;60,95;61,33;60,22;61,63;61,29;60,11;60,68;61,07;61,14;60,94
RecursiveSelectionSort;15,05;14,36;13,81;14,78;14,55;14,75;14,14;14,11;14,58;13,96;14,04;14,85;14,48;13,95;14,47
replace;1043,16;1014,69;1047,11;1060,07;1056,61;1035,89;1045,74;1021,81;1016,64;1037,73;1042,76;1019,69;1016,12;1038,65;1023,93
schedule;166,45;152,46;160,96;159,89;164,25;157,48;152,54;163,47;160,11;161,60;156,37;161,05;153,58;160,42;153,57
schedule2;112,44;100,46;112,65;111,64;111,76;102,46;104,74;103,55;103,75;110,23;107,27;104,91;107,87;111,26;102,96
Stack;16,08;13,13;16,03;17,03;14,43;15,75;14,43;16,05;15,89;16,90;16,47;15,47;13,32;13,27;13,47
stats;63,51;11,10;77,30;58,86;22,86;24,33;20,73;15,52;62,99;75,96;57,24;73,63;59,04;36,44;33,91
sum;12,60;11,07;13,64;13,62;12,11;13,52;13,31;13,29;12,37;11,92;12,54;12,21;12,95;11,58;11,47
tcas;25,92;24,16;26,07;25,96;24,47;24,80;24,56;24,59;25,01;25,83;24,94;25,86;25,22;25,28;24,99
testPad;20,37;17,29;20,03;20,18;18,07;17,50;20,22;18,75;17,52;17,73;19,95;20,25;18,23;18,53;18,68
totinfo;195,25;174,52;186,39;183,78;184,57;187,64;175,54;186,58;193,19;180,60;188,62;189,39;190,27;174,60;175,35
trashAndTakeOut;10,71;10,59;10,78;10,77;10,77;10,73;10,62;10,60;10,76;10,77;10,66;10,75;10,65;10,74;10,64
twoPred;22,08;20,91;21,41;20,80;21,77;22,02;21,62;21,39;21,10;21,55;21,65;21,32;21,84;21,46;21,81
UnixCal;63,72;59,25;64,04;63,24;61,76;60,58;59,27;59,48;63,54;62,23;61,56;60,79;60,03;60,73;61,00
TOTAL;2915,18;2662,70;2899,73;2909,78;2828,53;2810,97;2798,59;2790,97;2828,93;2831,16;2843,57;2851,60;2810,36;2772,40;2788,60
